url,recipe_name,ingredient_raw,ingredient_key,quantity,unit
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,128 g all-purpose flour (4 1/2 ounces; 1 cup),all-purpose flour (4 1/2 ounces; 1 cup),128.0,g
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,1 teaspoon baking powder,baking powder,1.0,tsp
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,1 tablespoon (5 g) matcha powder,(5 g) matcha powder,1.0,tbsp
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,56 g egg yolks (2 ounces) from 4 large eggs,egg yolks (2 ounces) from 4 large eggs,56.0,g
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,"56 g neutral oil (2 ounces; about 1/4 cup), such as vegetable","neutral oil (2 ounces; about 1/4 cup), such as vegetable",56.0,g
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,85 g cold seltzer or club soda (3 ounces; about 1/3 cup),cold seltzer or club soda (3 ounces; about 1/3 cup),85.0,g
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,2 teaspoons (10 g) vanilla extract,(10 g) vanilla extract,2.0,tsp
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,1/2 cup mascarpone (4 ounces; 113 g),mascarpone (4 ounces; 113 g),0.5,cup
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,2 cups (480 ml) heavy cream,(480 ml) heavy cream,2.0,cup
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,1/4 teaspoon vanilla extract,vanilla extract,0.25,tsp
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,"1/4 teaspoon Diamond Crystal kosher salt; for table salt, use half as much by volume","diamond crystal kosher salt; for table salt, use half as much by volume",0.25,tsp
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,"42 g powdered sugar (about 1 1/2 ounces; 3 tablespoons), plus more as needed","powdered sugar (about 1 1/2 ounces; 3 tablespoons), plus more as needed",42.0,g
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,1 1/2 tablespoons (7 g) matcha powder,(7 g) matcha powder,1.5,tbsp
https://www.seriouseats.com/matcha-chiffon-cake-recipe-11875569,Matcha Chiffon Cake,"Powdered sugar, for dusting","powdered sugar, for dusting",0.0,
https://www.seriouseats.com/midwestern-lefse-recipe-11874647,Midwestern Potato Lefse (Norwegian-American Potato Flatbread),"1.02 kg ( 2 1/2 pounds) russet potatoes, peeled and cut into 1-inch chunks","( 2 1/2 pounds) russet potatoes, peeled and cut into 1-inch chunks",1.02,kg
https://www.seriouseats.com/midwestern-lefse-recipe-11874647,Midwestern Potato Lefse (Norwegian-American Potato Flatbread),"70 g (5 tablespoons) unsalted butter, cut into tablespoons","(5 tablespoons) unsalted butter, cut into tablespoons",70.0,g
https://www.seriouseats.com/midwestern-lefse-recipe-11874647,Midwestern Potato Lefse (Norwegian-American Potato Flatbread),75 g (5 tablespoons) heavy cream,(5 tablespoons) heavy cream,75.0,g
https://www.seriouseats.com/midwestern-lefse-recipe-11874647,Midwestern Potato Lefse (Norwegian-American Potato Flatbread),"6 g (2 teaspoons) Diamond Crystal kosher salt; for table salt, use half as much by volume","(2 teaspoons) diamond crystal kosher salt; for table salt, use half as much by volume",6.0,g
https://www.seriouseats.com/midwestern-lefse-recipe-11874647,Midwestern Potato Lefse (Norwegian-American Potato Flatbread),8 g (2 teaspoons) granulated sugar,(2 teaspoons) granulated sugar,8.0,g
https://www.seriouseats.com/midwestern-lefse-recipe-11874647,Midwestern Potato Lefse (Norwegian-American Potato Flatbread),"150 g (1 1/4 cups) all-purpose flour, plus more for rolling","(1 1/4 cups) all-purpose flour, plus more for rolling",150.0,g
https://www.seriouseats.com/orange-and-saffron-flan-recipe-11875172,Orange and Saffron Flan,2/3 cup granulated sugar (4 3/4 ounces; 134 g),granulated sugar (4 3/4 ounces; 134 g),0.6666666666666666,cup
https://www.seriouseats.com/orange-and-saffron-flan-recipe-11875172,Orange and Saffron Flan,"1/4 cup plus 2 tablespoons (90 ml) freshly squeezed orange juice from 1 medium orange, divided, plus 1 tablespoon zest from 2 medium oranges, divided","plus 2 tablespoons (90 ml) freshly squeezed orange juice from 1 medium orange, divided, plus 1 tablespoon zest from 2 medium oranges, divided",0.25,cup
https://www.seriouseats.com/orange-and-saffron-flan-recipe-11875172,Orange and Saffron Flan,"1 large pinch saffron threads, see notes","large pinch saffron threads, see notes",1.0,
https://www.seriouseats.com/orange-and-saffron-flan-recipe-11875172,Orange and Saffron Flan,3 large eggs,large eggs,3.0,
https://www.seriouseats.com/orange-and-saffron-flan-recipe-11875172,Orange and Saffron Flan,3 large egg yolks (about 1 1/2 ounces; 42 g),large egg yolks (about 1 1/2 ounces; 42 g),3.0,
https://www.seriouseats.com/orange-and-saffron-flan-recipe-11875172,Orange and Saffron Flan,1 (14-ounce) can sweetened condensed milk,(14-ounce) can sweetened condensed milk,1.0,
https://www.seriouseats.com/orange-and-saffron-flan-recipe-11875172,Orange and Saffron Flan,1 (12-ounce) can evaporated milk,(12-ounce) can evaporated milk,1.0,
https://www.seriouseats.com/orange-and-saffron-flan-recipe-11875172,Orange and Saffron Flan,1/3 cup (80 ml) heavy cream,(80 ml) heavy cream,0.3333333333333333,cup
https://www.seriouseats.com/orange-and-saffron-flan-recipe-11875172,Orange and Saffron Flan,1 teaspoon (5g) vanilla extract,(5g) vanilla extract,1.0,tsp
https://www.seriouseats.com/orange-and-saffron-flan-recipe-11875172,Orange and Saffron Flan,"1/4 teaspoon Diamond Crystal kosher salt; for table salt, use half as much by volume","diamond crystal kosher salt; for table salt, use half as much by volume",0.25,tsp
https://www.seriouseats.com/basic-marinade-for-stir-fried-meats-recipe,Basic Marinade for Stir-Fried Meats,"1/2 pound sliced or diced chicken, pork, or beef","sliced or diced chicken, pork, or beef",0.5,pound
https://www.seriouseats.com/basic-marinade-for-stir-fried-meats-recipe,Basic Marinade for Stir-Fried Meats,1/4 teaspoon salt,salt,0.25,tsp
https://www.seriouseats.com/basic-marinade-for-stir-fried-meats-recipe,Basic Marinade for Stir-Fried Meats,1/4 teaspoon sugar,sugar,0.25,tsp
https://www.seriouseats.com/basic-marinade-for-stir-fried-meats-recipe,Basic Marinade for Stir-Fried Meats,1/8 teaspoon ground pepper (white or black),ground pepper (white or black),0.125,tsp
https://www.seriouseats.com/basic-marinade-for-stir-fried-meats-recipe,Basic Marinade for Stir-Fried Meats,1/2 teaspoon Shaoxing wine,shaoxing wine,0.5,tsp
https://www.seriouseats.com/basic-marinade-for-stir-fried-meats-recipe,Basic Marinade for Stir-Fried Meats,1/2 teaspoon soy sauce,soy sauce,0.5,tsp
https://www.seriouseats.com/basic-marinade-for-stir-fried-meats-recipe,Basic Marinade for Stir-Fried Meats,"1 teaspoon vegetable, peanut, or canola oil","vegetable, peanut, or canola oil",1.0,tsp
https://www.seriouseats.com/basic-marinade-for-stir-fried-meats-recipe,Basic Marinade for Stir-Fried Meats,1/2 teaspoon cornstarch,cornstarch,0.5,tsp
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),"2 teaspoons whole white peppercorns, or 1 1/2 teaspoons ground white pepper (4g)","whole white peppercorns, or 1 1/2 teaspoons ground white pepper (4g)",2.0,tsp
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),Pinch kosher salt,pinch kosher salt,0.0,
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),"3 stalks lemongrass, bottom 4 to 5 inches only, outer leaves discarded, tender core thinly sliced (about 2 ounces; 60g sliced lemongrass)","stalks lemongrass, bottom 4 to 5 inches only, outer leaves discarded, tender core thinly sliced (about 2 ounces; 60g sliced lemongrass)",3.0,
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),"1 small shallot, roughly chopped (about 1 ounce; 30g total)","small shallot, roughly chopped (about 1 ounce; 30g total)",1.0,
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),"4 medium cloves garlic, roughly chopped (3/4 ounce; about 20g)","medium cloves garlic, roughly chopped (3/4 ounce; about 20g)",4.0,
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),1/3 cup palm sugar (about 3 ounces; 85g),palm sugar (about 3 ounces; 85g),0.3333333333333333,cup
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),1/4 cup (60ml) fish sauce,(60ml) fish sauce,0.25,cup
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),2 tablespoons (30ml) vegetable oil,(30ml) vegetable oil,2.0,tbsp
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),"1 1/2 pounds (680g) thin-cut pork chops, preferably blade end, with plenty of fat and marbling","(680g) thin-cut pork chops, preferably blade end, with plenty of fat and marbling",1.5,pounds
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),1 recipe basic nuoc cham,recipe basic nuoc cham,1.0,
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),1/4 cup (30g) very thinly julienned or grated carrot (optional),(30g) very thinly julienned or grated carrot (optional),0.25,cup
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),1/4 cup (30g) very thinly julienned or grated daikon radish (optional),(30g) very thinly julienned or grated daikon radish (optional),0.25,cup
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),Pinch crushed red pepper flakes (preferably Thai or Vietnamese; optional),pinch crushed red pepper flakes (preferably thai or vietnamese; optional),0.0,
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),Steamed white rice,steamed white rice,0.0,
https://www.seriouseats.com/vietnamese-grilled-pork-chop-thit-heo-nuong-xa-recipe,Thit Heo Nuong Xa (Vietnamese Grilled Lemongrass Pork Chops),Sliced cucumber,sliced cucumber,0.0,
https://www.seriouseats.com/smooth-creamy-polenta-recipe,Smooth and Creamy Polenta,"5 cups (1.2L) water, milk, or chicken stock or vegetable stock (see note)","(1.2l) water, milk, or chicken stock or vegetable stock (see note)",5.0,cup
https://www.seriouseats.com/smooth-creamy-polenta-recipe,Smooth and Creamy Polenta,1 cup (5 ounces; 140g) medium or coarse cornmeal/polenta (see note),(5 ounces; 140g) medium or coarse cornmeal/polenta (see note),1.0,cup
https://www.seriouseats.com/smooth-creamy-polenta-recipe,Smooth and Creamy Polenta,Kosher salt,kosher salt,0.0,
https://www.seriouseats.com/smooth-creamy-polenta-recipe,Smooth and Creamy Polenta,"2 tablespoons (1 ounce; 30g) unsalted butter or extra-virgin olive oil, plus more oil to sear or grill, if desired","(1 ounce; 30g) unsalted butter or extra-virgin olive oil, plus more oil to sear or grill, if desired",2.0,tbsp
https://www.seriouseats.com/smooth-creamy-polenta-recipe,Smooth and Creamy Polenta,"Accompaniments, as desired","accompaniments, as desired",0.0,
https://www.seriouseats.com/new-england-clam-chowder-recipe,New England Clam Chowder,"1/2 pound salt pork or bacon, cut into 1/2-inch cubes","salt pork or bacon, cut into 1/2-inch cubes",0.5,pound
https://www.seriouseats.com/new-england-clam-chowder-recipe,New England Clam Chowder,2 tablespoons butter,butter,2.0,tbsp
https://www.seriouseats.com/new-england-clam-chowder-recipe,New England Clam Chowder,"1 medium onion, finely chopped (about 1 cup)","medium onion, finely chopped (about 1 cup)",1.0,
https://www.seriouseats.com/new-england-clam-chowder-recipe,New England Clam Chowder,"2 stalks celery, finely chopped (about 1 cup)","stalks celery, finely chopped (about 1 cup)",2.0,
https://www.seriouseats.com/new-england-clam-chowder-recipe,New England Clam Chowder,1 cup water or clam juice,water or clam juice,1.0,cup
https://www.seriouseats.com/new-england-clam-chowder-recipe,New England Clam Chowder,2 1/2 pounds live cherrystone or littleneck clams (see note),live cherrystone or littleneck clams (see note),2.5,pounds
https://www.seriouseats.com/new-england-clam-chowder-recipe,New England Clam Chowder,1 quart whole milk,quart whole milk,1.0,
https://www.seriouseats.com/new-england-clam-chowder-recipe,New England Clam Chowder,"1 1/2 pounds russet or yukon gold potatoes, peeled and cut into 1/2-inch cubes","russet or yukon gold potatoes, peeled and cut into 1/2-inch cubes",1.5,pounds
https://www.seriouseats.com/new-england-clam-chowder-recipe,New England Clam Chowder,2 bay leaves,bay leaves,2.0,
https://www.seriouseats.com/new-england-clam-chowder-recipe,New England Clam Chowder,Kosher salt and freshly ground black pepper,kosher salt and freshly ground black pepper,0.0,
https://www.seriouseats.com/new-england-clam-chowder-recipe,New England Clam Chowder,1 cup heavy cream,heavy cream,1.0,cup
https://www.seriouseats.com/new-england-clam-chowder-recipe,New England Clam Chowder,"Oyster crackers, for serving","oyster crackers, for serving",0.0,
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,142 g cornmeal (5 ounces; 1 cup),cornmeal (5 ounces; 1 cup),142.0,g
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,128 g all-purpose flour (4 1/2 ounces; 1 cup),all-purpose flour (4 1/2 ounces; 1 cup),128.0,g
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,2 teaspoons baking powder,baking powder,2.0,tsp
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,1/2 teaspoon baking soda,baking soda,0.5,tsp
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,1/4 teaspoon smoked paprika,smoked paprika,0.25,tsp
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,"1 1/2 teaspoons Diamond Crystal kosher salt; for table salt, use half as much by volume","diamond crystal kosher salt; for table salt, use half as much by volume",1.5,tsp
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,67 g granulated sugar (about 2 1/4 ounces; 1/3 cup),granulated sugar (about 2 1/4 ounces; 1/3 cup),67.0,g
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,"28 g unsalted butter (1 ounce; 2 tablespoons), melted and cooled slightly, plus more for greasing","unsalted butter (1 ounce; 2 tablespoons), melted and cooled slightly, plus more for greasing",28.0,g
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,1/2 cup (120 ml) extra-virgin olive oil,(120 ml) extra-virgin olive oil,0.5,cup
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,1 tablespoon (15 ml) honey,(15 ml) honey,1.0,tbsp
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,1 cup (240 ml) whole milk,(240 ml) whole milk,1.0,cup
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,1 tablespoon gochujang (about 1/2 ounce; 16 g),gochujang (about 1/2 ounce; 16 g),1.0,tbsp
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,2 large eggs,large eggs,2.0,
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,"4 medium scallions, white and light green parts, finely chopped (1/2 cup)","medium scallions, white and light green parts, finely chopped (1/2 cup)",4.0,
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,28 g unsalted butter (1 ounce; 2 tablespoons),unsalted butter (1 ounce; 2 tablespoons),28.0,g
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,1 tablespoon (15 ml) honey,(15 ml) honey,1.0,tbsp
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,1/2 teaspoon gochujang,gochujang,0.5,tsp
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,"1/2 teaspoon Diamond Crystal kosher salt; for table salt, use half as much by volume","diamond crystal kosher salt; for table salt, use half as much by volume",0.5,tsp
https://www.seriouseats.com/gochujang-scallion-cornbread-recipe-11875121,Gochujang Scallion Cornbread With Honey Butter Glaze,"Roasted white sesame seeds, for serving (optional)","roasted white sesame seeds, for serving (optional)",0.0,
https://www.seriouseats.com/shio-koji-marinade-recipe,Shio Koji (Koji Marinade) Recipe,1 2/3 cups (300g) firm granular rice koji (see note),(300g) firm granular rice koji (see note),1.6666666666666665,cup
https://www.seriouseats.com/shio-koji-marinade-recipe,Shio Koji (Koji Marinade) Recipe,7 tablespoons (75g) Diamond Crystal kosher salt,(75g) diamond crystal kosher salt,7.0,tbsp
https://www.seriouseats.com/shio-koji-marinade-recipe,Shio Koji (Koji Marinade) Recipe,1 2/3 cups (400g; 400ml) water,(400g; 400ml) water,1.6666666666666665,cup
https://www.seriouseats.com/creamy-eggless-chocolate-frosting-recipe-11874982,Creamy Eggless Chocolate Frosting,7 ounces plain or toasted sugar (1 cup; 195g),plain or toasted sugar (1 cup; 195g),7.0,ounces
https://www.seriouseats.com/creamy-eggless-chocolate-frosting-recipe-11874982,Creamy Eggless Chocolate Frosting,"2 ounces Dutch cocoa powder, such as Cacao Barry Extra Brute (about 2/3 cup, spooned; 55g); see note","dutch cocoa powder, such as cacao barry extra brute (about 2/3 cup, spooned; 55g); see note",2.0,ounces
https://www.seriouseats.com/creamy-eggless-chocolate-frosting-recipe-11874982,Creamy Eggless Chocolate Frosting,"1/4 teaspoon (1g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight","(1g) diamond crystal kosher salt; for table salt, use about half as much by volume or the same weight",0.25,tsp
https://www.seriouseats.com/creamy-eggless-chocolate-frosting-recipe-11874982,Creamy Eggless Chocolate Frosting,"32 ounces milk, any percentage will do (4 cups; 910g)","milk, any percentage will do (4 cups; 910g)",32.0,ounces
https://www.seriouseats.com/creamy-eggless-chocolate-frosting-recipe-11874982,Creamy Eggless Chocolate Frosting,6 ounces heavy cream (3/4 cup; 170g),heavy cream (3/4 cup; 170g),6.0,ounces
https://www.seriouseats.com/creamy-eggless-chocolate-frosting-recipe-11874982,Creamy Eggless Chocolate Frosting,"12 ounces unsalted butter (about 3 sticks; 340g), softened to about 70°F (21°C)","unsalted butter (about 3 sticks; 340g), softened to about 70°f (21°c)",12.0,ounces
https://www.seriouseats.com/braised-asparagus-recipe,Braised Asparagus Recipe,2 tablespoons vegetable oil,vegetable oil,2.0,tbsp
https://www.seriouseats.com/braised-asparagus-recipe,Braised Asparagus Recipe,"1 pound asparagus, trimmed and peeled (if desired)","asparagus, trimmed and peeled (if desired)",1.0,pound
https://www.seriouseats.com/braised-asparagus-recipe,Braised Asparagus Recipe,Kosher salt and freshly ground black pepper,kosher salt and freshly ground black pepper,0.0,
https://www.seriouseats.com/braised-asparagus-recipe,Braised Asparagus Recipe,1 cup low-sodium chicken or vegetable stock,low-sodium chicken or vegetable stock,1.0,cup
https://www.seriouseats.com/braised-asparagus-recipe,Braised Asparagus Recipe,3 tablespoons unsalted butter,unsalted butter,3.0,tbsp
https://www.seriouseats.com/tonkatsu-chicken-pork-katsu-japanese-breaded-cutlets-recipe,Tonkatsu (Japanese Breaded Pork Cutlets),"2 boneless, skinless chicken breast halves, about 8 ounces (225g) each; or 4 boneless, skinless chicken thighs, 4 to 5 ounces (110 to 140g) each; or 4 boneless pork sirloin cutlets, 4 to 5 ounces (110 to 140g) each","boneless, skinless chicken breast halves, about 8 ounces (225g) each; or 4 boneless, skinless chicken thighs, 4 to 5 ounces (110 to 140g) each; or 4 boneless pork sirloin cutlets, 4 to 5 ounces (110 to 140g) each",2.0,
https://www.seriouseats.com/tonkatsu-chicken-pork-katsu-japanese-breaded-cutlets-recipe,Tonkatsu (Japanese Breaded Pork Cutlets),Kosher salt and freshly ground black pepper,kosher salt and freshly ground black pepper,0.0,
https://www.seriouseats.com/tonkatsu-chicken-pork-katsu-japanese-breaded-cutlets-recipe,Tonkatsu (Japanese Breaded Pork Cutlets),1 1/2 cups Japanese-style panko bread crumbs (about 5 ounces; 140g),japanese-style panko bread crumbs (about 5 ounces; 140g),1.5,cup
https://www.seriouseats.com/tonkatsu-chicken-pork-katsu-japanese-breaded-cutlets-recipe,Tonkatsu (Japanese Breaded Pork Cutlets),1 cup all-purpose flour (about 5 ounces; 140g),all-purpose flour (about 5 ounces; 140g),1.0,cup
https://www.seriouseats.com/tonkatsu-chicken-pork-katsu-japanese-breaded-cutlets-recipe,Tonkatsu (Japanese Breaded Pork Cutlets),"3 large eggs, thoroughly beaten","large eggs, thoroughly beaten",3.0,
https://www.seriouseats.com/tonkatsu-chicken-pork-katsu-japanese-breaded-cutlets-recipe,Tonkatsu (Japanese Breaded Pork Cutlets),"Vegetable, canola, or peanut oil, for frying","vegetable, canola, or peanut oil, for frying",0.0,
https://www.seriouseats.com/tonkatsu-chicken-pork-katsu-japanese-breaded-cutlets-recipe,Tonkatsu (Japanese Breaded Pork Cutlets),Finely shredded green cabbage,finely shredded green cabbage,0.0,
https://www.seriouseats.com/tonkatsu-chicken-pork-katsu-japanese-breaded-cutlets-recipe,Tonkatsu (Japanese Breaded Pork Cutlets),Lemon wedges,lemon wedges,0.0,
https://www.seriouseats.com/tonkatsu-chicken-pork-katsu-japanese-breaded-cutlets-recipe,Tonkatsu (Japanese Breaded Pork Cutlets),Steamed white rice,steamed white rice,0.0,
https://www.seriouseats.com/tonkatsu-chicken-pork-katsu-japanese-breaded-cutlets-recipe,Tonkatsu (Japanese Breaded Pork Cutlets),"Japanese-style pickles (sunomono), optional","japanese-style pickles (sunomono), optional",0.0,
https://www.seriouseats.com/tonkatsu-chicken-pork-katsu-japanese-breaded-cutlets-recipe,Tonkatsu (Japanese Breaded Pork Cutlets),Homemade or store-bought tonkatsu sauce,homemade or store-bought tonkatsu sauce,0.0,
https://www.seriouseats.com/crown-roast-of-pork-recipe,Easy Crown Roast of Pork Recipe,One 6- to 10-pound (2.7- to 4.5kg) crown roast of pork (12 to 20 chops; see note),one 6- to 10-pound (2.7- to 4.5kg) crown roast of pork (12 to 20 chops; see note),0.0,
